split,topology,mask_id,Pigbt,Pfwd,h_value,h_normalized,n_instances,bytes,path
TestData,Mask_HB_V2,072,150,200,8000,0.800000011920929,4,244934,TestData/Mask_HB_V2/072_Pigbt150_Pfwd200_h8000/data.h5
TestData,Mask_HB_V2,072,250,100,6000,0.6000000238418579,4,244918,TestData/Mask_HB_V2/072_Pigbt250_Pfwd100_h6000/data.h5
TestData,Mask_HB_V2,072,250,200,2000,0.20000000298023224,4,245066,TestData/Mask_HB_V2/072_Pigbt250_Pfwd200_h2000/data.h5
TestData,Mask_HB_V2,072,350,150,6000,0.6000000238418579,4,247526,TestData/Mask_HB_V2/072_Pigbt350_Pfwd150_h6000/data.h5
TestData,Mask_HB_V2,072,450,100,2000,0.20000000298023224,4,243599,TestData/Mask_HB_V2/072_Pigbt450_Pfwd100_h2000/data.h5
TestData,Mask_HB_V2,072,450,200,8000,0.800000011920929,4,248712,TestData/Mask_HB_V2/072_Pigbt450_Pfwd200_h8000/data.h5
TestData,Mask_HB_V2,075,150,200,4000,0.4000000059604645,4,245199,TestData/Mask_HB_V2/075_Pigbt150_Pfwd200_h4000/data.h5
TestData,Mask_HB_V2,075,250,100,8000,0.800000011920929,4,244659,TestData/Mask_HB_V2/075_Pigbt250_Pfwd100_h8000/data.h5
TestData,Mask_HB_V2,075,350,100,2000,0.20000000298023224,4,244932,TestData/Mask_HB_V2/075_Pigbt350_Pfwd100_h2000/data.h5
TestData,Mask_HB_V2,075,350,150,8000,0.800000011920929,4,247031,TestData/Mask_HB_V2/075_Pigbt350_Pfwd150_h8000/data.h5
TestData,Mask_HB_V2,075,350,200,8000,0.800000011920929,4,247469,TestData/Mask_HB_V2/075_Pigbt350_Pfwd200_h8000/data.h5
TestData,Mask_HB_V2,076,150,100,6000,0.6000000238418579,4,243352,TestData/Mask_HB_V2/076_Pigbt150_Pfwd100_h6000/data.h5
TestData,Mask_HB_V2,076,150,100,8000,0.800000011920929,4,243757,TestData/Mask_HB_V2/076_Pigbt150_Pfwd100_h8000/data.h5
TestData,Mask_HB_V2,076,150,150,6000,0.6000000238418579,4,244633,TestData/Mask_HB_V2/076_Pigbt150_Pfwd150_h6000/data.h5
TestData,Mask_HB_V2,076,150,200,2000,0.20000000298023224,4,243547,TestData/Mask_HB_V2/076_Pigbt150_Pfwd200_h2000/data.h5
TestData,Mask_HB_V2,076,250,100,6000,0.6000000238418579,4,245194,TestData/Mask_HB_V2/076_Pigbt250_Pfwd100_h6000/data.h5
TestData,Mask_HB_V2,076,250,100,8000,0.800000011920929,4,245163,TestData/Mask_HB_V2/076_Pigbt250_Pfwd100_h8000/data.h5
TestData,Mask_HB_V2,076,250,200,2000,0.20000000298023224,4,246389,TestData/Mask_HB_V2/076_Pigbt250_Pfwd200_h2000/data.h5
TestData,Mask_HB_V2,076,350,100,2000,0.20000000298023224,4,245340,TestData/Mask_HB_V2/076_Pigbt350_Pfwd100_h2000/data.h5
TestData,Mask_HB_V2,076,350,200,6000,0.6000000238418579,4,248140,TestData/Mask_HB_V2/076_Pigbt350_Pfwd200_h6000/data.h5
TestData,Mask_HB_V2,076,450,100,2000,0.20000000298023224,4,244261,TestData/Mask_HB_V2/076_Pigbt450_Pfwd100_h2000/data.h5
TestData,Mask_HB_V2,076,450,100,6000,0.6000000238418579,4,247687,TestData/Mask_HB_V2/076_Pigbt450_Pfwd100_h6000/data.h5
TestData,Mask_HB_V2,076,450,150,6000,0.6000000238418579,4,248118,TestData/Mask_HB_V2/076_Pigbt450_Pfwd150_h6000/data.h5
TestData,Mask_HB_V2,077,150,150,8000,0.800000011920929,4,244331,TestData/Mask_HB_V2/077_Pigbt150_Pfwd150_h8000/data.h5
TestData,Mask_HB_V2,077,250,150,4000,0.4000000059604645,4,246164,TestData/Mask_HB_V2/077_Pigbt250_Pfwd150_h4000/data.h5
TestData,Mask_HB_V2,077,350,100,8000,0.800000011920929,4,246306,TestData/Mask_HB_V2/077_Pigbt350_Pfwd100_h8000/data.h5
TestData,Mask_HB_V2,077,350,200,6000,0.6000000238418579,4,248027,TestData/Mask_HB_V2/077_Pigbt350_Pfwd200_h6000/data.h5
TestData,Mask_HB_V2,077,450,150,2000,0.20000000298023224,4,244026,TestData/Mask_HB_V2/077_Pigbt450_Pfwd150_h2000/data.h5
TestData,Mask_HB_V2,077,450,150,6000,0.6000000238418579,4,248126,TestData/Mask_HB_V2/077_Pigbt450_Pfwd150_h6000/data.h5
TestData,Mask_HB_V2,078,150,150,4000,0.4000000059604645,4,244285,TestData/Mask_HB_V2/078_Pigbt150_Pfwd150_h4000/data.h5
TestData,Mask_HB_V2,078,250,100,8000,0.800000011920929,4,245015,TestData/Mask_HB_V2/078_Pigbt250_Pfwd100_h8000/data.h5
TestData,Mask_HB_V2,078,450,150,4000,0.4000000059604645,4,247470,TestData/Mask_HB_V2/078_Pigbt450_Pfwd150_h4000/data.h5
TestData,Mask_HB_V2,078,450,200,2000,0.20000000298023224,4,243083,TestData/Mask_HB_V2/078_Pigbt450_Pfwd200_h2000/data.h5
TestData,Mask_HB_V2,078,450,200,8000,0.800000011920929,4,248643,TestData/Mask_HB_V2/078_Pigbt450_Pfwd200_h8000/data.h5
TestData,Mask_HB_V2,079,150,150,2000,0.20000000298023224,4,241828,TestData/Mask_HB_V2/079_Pigbt150_Pfwd150_h2000/data.h5
TestData,Mask_HB_V2,079,150,200,4000,0.4000000059604645,4,245620,TestData/Mask_HB_V2/079_Pigbt150_Pfwd200_h4000/data.h5
TestData,Mask_HB_V2,079,150,200,6000,0.6000000238418579,4,245687,TestData/Mask_HB_V2/079_Pigbt150_Pfwd200_h6000/data.h5
TestData,Mask_HB_V2,079,150,200,8000,0.800000011920929,4,245386,TestData/Mask_HB_V2/079_Pigbt150_Pfwd200_h8000/data.h5
TestData,Mask_HB_V2,079,250,150,8000,0.800000011920929,4,246073,TestData/Mask_HB_V2/079_Pigbt250_Pfwd150_h8000/data.h5
TestData,Mask_HB_V2,079,250,200,8000,0.800000011920929,4,246591,TestData/Mask_HB_V2/079_Pigbt250_Pfwd200_h8000/data.h5
TestData,Mask_HB_V2,079,350,100,2000,0.20000000298023224,4,245298,TestData/Mask_HB_V2/079_Pigbt350_Pfwd100_h2000/data.h5
TestData,Mask_HB_V2,079,350,100,4000,0.4000000059604645,4,246360,TestData/Mask_HB_V2/079_Pigbt350_Pfwd100_h4000/data.h5
TestData,Mask_HB_V2,079,350,200,8000,0.800000011920929,4,247924,TestData/Mask_HB_V2/079_Pigbt350_Pfwd200_h8000/data.h5
TestData,Mask_HB_V2,079,450,150,4000,0.4000000059604645,4,247709,TestData/Mask_HB_V2/079_Pigbt450_Pfwd150_h4000/data.h5
TestData,Mask_HB_V2,079,450,200,6000,0.6000000238418579,4,248575,TestData/Mask_HB_V2/079_Pigbt450_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,000,150,100,8000,0.800000011920929,6,246225,TestData/Mask_HB_V3-0/000_Pigbt150_Pfwd100_h8000/data.h5
TestData,Mask_HB_V3-0,000,150,150,2000,0.20000000298023224,6,243307,TestData/Mask_HB_V3-0/000_Pigbt150_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,000,250,100,4000,0.4000000059604645,6,246386,TestData/Mask_HB_V3-0/000_Pigbt250_Pfwd100_h4000/data.h5
TestData,Mask_HB_V3-0,000,250,150,4000,0.4000000059604645,6,246645,TestData/Mask_HB_V3-0/000_Pigbt250_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,000,350,100,6000,0.6000000238418579,6,247504,TestData/Mask_HB_V3-0/000_Pigbt350_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,000,350,150,4000,0.4000000059604645,6,247885,TestData/Mask_HB_V3-0/000_Pigbt350_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,000,450,200,4000,0.4000000059604645,6,249278,TestData/Mask_HB_V3-0/000_Pigbt450_Pfwd200_h4000/data.h5
TestData,Mask_HB_V3-0,003,150,100,2000,0.20000000298023224,6,241795,TestData/Mask_HB_V3-0/003_Pigbt150_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,003,150,150,4000,0.4000000059604645,6,245102,TestData/Mask_HB_V3-0/003_Pigbt150_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,003,150,200,6000,0.6000000238418579,6,245912,TestData/Mask_HB_V3-0/003_Pigbt150_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,003,250,150,2000,0.20000000298023224,6,246135,TestData/Mask_HB_V3-0/003_Pigbt250_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,003,350,150,2000,0.20000000298023224,6,246337,TestData/Mask_HB_V3-0/003_Pigbt350_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,003,350,150,8000,0.800000011920929,6,247280,TestData/Mask_HB_V3-0/003_Pigbt350_Pfwd150_h8000/data.h5
TestData,Mask_HB_V3-0,003,350,200,8000,0.800000011920929,6,247682,TestData/Mask_HB_V3-0/003_Pigbt350_Pfwd200_h8000/data.h5
TestData,Mask_HB_V3-0,003,450,200,6000,0.6000000238418579,6,249871,TestData/Mask_HB_V3-0/003_Pigbt450_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,004,150,150,2000,0.20000000298023224,6,243357,TestData/Mask_HB_V3-0/004_Pigbt150_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,004,150,150,8000,0.800000011920929,6,246323,TestData/Mask_HB_V3-0/004_Pigbt150_Pfwd150_h8000/data.h5
TestData,Mask_HB_V3-0,004,250,150,8000,0.800000011920929,6,246579,TestData/Mask_HB_V3-0/004_Pigbt250_Pfwd150_h8000/data.h5
TestData,Mask_HB_V3-0,004,350,100,2000,0.20000000298023224,6,246539,TestData/Mask_HB_V3-0/004_Pigbt350_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,004,450,200,4000,0.4000000059604645,6,249154,TestData/Mask_HB_V3-0/004_Pigbt450_Pfwd200_h4000/data.h5
TestData,Mask_HB_V3-0,005,250,100,6000,0.6000000238418579,6,246044,TestData/Mask_HB_V3-0/005_Pigbt250_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,005,250,100,8000,0.800000011920929,6,246040,TestData/Mask_HB_V3-0/005_Pigbt250_Pfwd100_h8000/data.h5
TestData,Mask_HB_V3-0,005,250,150,2000,0.20000000298023224,6,246764,TestData/Mask_HB_V3-0/005_Pigbt250_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,005,250,200,6000,0.6000000238418579,6,247110,TestData/Mask_HB_V3-0/005_Pigbt250_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,005,350,150,2000,0.20000000298023224,6,246281,TestData/Mask_HB_V3-0/005_Pigbt350_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,006,150,100,4000,0.4000000059604645,6,244537,TestData/Mask_HB_V3-0/006_Pigbt150_Pfwd100_h4000/data.h5
TestData,Mask_HB_V3-0,006,150,200,2000,0.20000000298023224,6,244934,TestData/Mask_HB_V3-0/006_Pigbt150_Pfwd200_h2000/data.h5
TestData,Mask_HB_V3-0,006,150,200,8000,0.800000011920929,6,246019,TestData/Mask_HB_V3-0/006_Pigbt150_Pfwd200_h8000/data.h5
TestData,Mask_HB_V3-0,006,250,100,2000,0.20000000298023224,6,244911,TestData/Mask_HB_V3-0/006_Pigbt250_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,006,250,150,6000,0.6000000238418579,6,246567,TestData/Mask_HB_V3-0/006_Pigbt250_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,006,350,100,4000,0.4000000059604645,6,247080,TestData/Mask_HB_V3-0/006_Pigbt350_Pfwd100_h4000/data.h5
TestData,Mask_HB_V3-0,006,350,150,2000,0.20000000298023224,6,246820,TestData/Mask_HB_V3-0/006_Pigbt350_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,006,350,150,6000,0.6000000238418579,6,247686,TestData/Mask_HB_V3-0/006_Pigbt350_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,006,350,200,6000,0.6000000238418579,6,248107,TestData/Mask_HB_V3-0/006_Pigbt350_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,006,450,150,8000,0.800000011920929,6,248568,TestData/Mask_HB_V3-0/006_Pigbt450_Pfwd150_h8000/data.h5
TestData,Mask_HB_V3-0,006,450,200,4000,0.4000000059604645,6,249285,TestData/Mask_HB_V3-0/006_Pigbt450_Pfwd200_h4000/data.h5
TestData,Mask_HB_V3-0,007,150,150,2000,0.20000000298023224,6,243988,TestData/Mask_HB_V3-0/007_Pigbt150_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,007,250,100,6000,0.6000000238418579,6,246225,TestData/Mask_HB_V3-0/007_Pigbt250_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,007,250,150,4000,0.4000000059604645,6,246949,TestData/Mask_HB_V3-0/007_Pigbt250_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,007,250,200,2000,0.20000000298023224,6,246867,TestData/Mask_HB_V3-0/007_Pigbt250_Pfwd200_h2000/data.h5
TestData,Mask_HB_V3-0,007,250,200,6000,0.6000000238418579,6,247559,TestData/Mask_HB_V3-0/007_Pigbt250_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,010,150,150,8000,0.800000011920929,6,245771,TestData/Mask_HB_V3-0/010_Pigbt150_Pfwd150_h8000/data.h5
TestData,Mask_HB_V3-0,010,350,100,4000,0.4000000059604645,6,247732,TestData/Mask_HB_V3-0/010_Pigbt350_Pfwd100_h4000/data.h5
TestData,Mask_HB_V3-0,010,350,150,4000,0.4000000059604645,6,247921,TestData/Mask_HB_V3-0/010_Pigbt350_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,010,450,100,4000,0.4000000059604645,6,248202,TestData/Mask_HB_V3-0/010_Pigbt450_Pfwd100_h4000/data.h5
TestData,Mask_HB_V3-0,010,450,100,6000,0.6000000238418579,6,249144,TestData/Mask_HB_V3-0/010_Pigbt450_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,010,450,150,4000,0.4000000059604645,6,248876,TestData/Mask_HB_V3-0/010_Pigbt450_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,011,150,100,2000,0.20000000298023224,6,242210,TestData/Mask_HB_V3-0/011_Pigbt150_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,011,150,150,6000,0.6000000238418579,6,245431,TestData/Mask_HB_V3-0/011_Pigbt150_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,011,250,150,8000,0.800000011920929,6,246627,TestData/Mask_HB_V3-0/011_Pigbt250_Pfwd150_h8000/data.h5
TestData,Mask_HB_V3-0,011,350,100,4000,0.4000000059604645,6,247021,TestData/Mask_HB_V3-0/011_Pigbt350_Pfwd100_h4000/data.h5
TestData,Mask_HB_V3-0,011,350,100,8000,0.800000011920929,6,247032,TestData/Mask_HB_V3-0/011_Pigbt350_Pfwd100_h8000/data.h5
TestData,Mask_HB_V3-0,011,450,100,2000,0.20000000298023224,6,247317,TestData/Mask_HB_V3-0/011_Pigbt450_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,011,450,100,8000,0.800000011920929,6,247894,TestData/Mask_HB_V3-0/011_Pigbt450_Pfwd100_h8000/data.h5
TestData,Mask_HB_V3-0,011,450,150,6000,0.6000000238418579,6,249144,TestData/Mask_HB_V3-0/011_Pigbt450_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,012,150,100,4000,0.4000000059604645,6,244988,TestData/Mask_HB_V3-0/012_Pigbt150_Pfwd100_h4000/data.h5
TestData,Mask_HB_V3-0,012,350,100,6000,0.6000000238418579,6,247382,TestData/Mask_HB_V3-0/012_Pigbt350_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,012,350,100,8000,0.800000011920929,6,247321,TestData/Mask_HB_V3-0/012_Pigbt350_Pfwd100_h8000/data.h5
TestData,Mask_HB_V3-0,012,350,150,6000,0.6000000238418579,6,247830,TestData/Mask_HB_V3-0/012_Pigbt350_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,012,350,200,2000,0.20000000298023224,6,247324,TestData/Mask_HB_V3-0/012_Pigbt350_Pfwd200_h2000/data.h5
TestData,Mask_HB_V3-0,012,450,100,2000,0.20000000298023224,6,247407,TestData/Mask_HB_V3-0/012_Pigbt450_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,012,450,150,6000,0.6000000238418579,6,249702,TestData/Mask_HB_V3-0/012_Pigbt450_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,014,150,150,8000,0.800000011920929,6,246431,TestData/Mask_HB_V3-0/014_Pigbt150_Pfwd150_h8000/data.h5
TestData,Mask_HB_V3-0,014,150,200,8000,0.800000011920929,6,246639,TestData/Mask_HB_V3-0/014_Pigbt150_Pfwd200_h8000/data.h5
TestData,Mask_HB_V3-0,014,250,100,6000,0.6000000238418579,6,246598,TestData/Mask_HB_V3-0/014_Pigbt250_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,014,350,100,6000,0.6000000238418579,6,247745,TestData/Mask_HB_V3-0/014_Pigbt350_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,014,350,200,4000,0.4000000059604645,6,249289,TestData/Mask_HB_V3-0/014_Pigbt350_Pfwd200_h4000/data.h5
TestData,Mask_HB_V3-0,014,450,100,2000,0.20000000298023224,6,247014,TestData/Mask_HB_V3-0/014_Pigbt450_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,014,450,150,6000,0.6000000238418579,6,249866,TestData/Mask_HB_V3-0/014_Pigbt450_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,014,450,200,8000,0.800000011920929,6,249888,TestData/Mask_HB_V3-0/014_Pigbt450_Pfwd200_h8000/data.h5
TestData,Mask_HB_V3-0,017,150,100,2000,0.20000000298023224,6,241978,TestData/Mask_HB_V3-0/017_Pigbt150_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,017,150,100,6000,0.6000000238418579,6,244229,TestData/Mask_HB_V3-0/017_Pigbt150_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,017,250,150,2000,0.20000000298023224,6,246153,TestData/Mask_HB_V3-0/017_Pigbt250_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,017,250,150,8000,0.800000011920929,6,246237,TestData/Mask_HB_V3-0/017_Pigbt250_Pfwd150_h8000/data.h5
TestData,Mask_HB_V3-0,017,350,150,6000,0.6000000238418579,6,247352,TestData/Mask_HB_V3-0/017_Pigbt350_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,017,450,150,2000,0.20000000298023224,6,246584,TestData/Mask_HB_V3-0/017_Pigbt450_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,017,450,200,2000,0.20000000298023224,6,244686,TestData/Mask_HB_V3-0/017_Pigbt450_Pfwd200_h2000/data.h5
TestData,Mask_HB_V3-0,017,450,200,6000,0.6000000238418579,6,249312,TestData/Mask_HB_V3-0/017_Pigbt450_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,020,150,150,8000,0.800000011920929,6,246920,TestData/Mask_HB_V3-0/020_Pigbt150_Pfwd150_h8000/data.h5
TestData,Mask_HB_V3-0,020,250,100,6000,0.6000000238418579,6,246499,TestData/Mask_HB_V3-0/020_Pigbt250_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,020,350,100,2000,0.20000000298023224,6,247483,TestData/Mask_HB_V3-0/020_Pigbt350_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,020,350,150,2000,0.20000000298023224,6,247934,TestData/Mask_HB_V3-0/020_Pigbt350_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,020,350,200,4000,0.4000000059604645,6,249230,TestData/Mask_HB_V3-0/020_Pigbt350_Pfwd200_h4000/data.h5
TestData,Mask_HB_V3-0,020,350,200,6000,0.6000000238418579,6,248998,TestData/Mask_HB_V3-0/020_Pigbt350_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,020,350,200,8000,0.800000011920929,6,248274,TestData/Mask_HB_V3-0/020_Pigbt350_Pfwd200_h8000/data.h5
TestData,Mask_HB_V3-0,020,450,100,2000,0.20000000298023224,6,247414,TestData/Mask_HB_V3-0/020_Pigbt450_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,020,450,100,6000,0.6000000238418579,6,249485,TestData/Mask_HB_V3-0/020_Pigbt450_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,020,450,150,2000,0.20000000298023224,6,246585,TestData/Mask_HB_V3-0/020_Pigbt450_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,020,450,150,4000,0.4000000059604645,6,249576,TestData/Mask_HB_V3-0/020_Pigbt450_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,020,450,200,4000,0.4000000059604645,6,249352,TestData/Mask_HB_V3-0/020_Pigbt450_Pfwd200_h4000/data.h5
TestData,Mask_HB_V3-0,021,150,150,2000,0.20000000298023224,6,242871,TestData/Mask_HB_V3-0/021_Pigbt150_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,021,150,150,4000,0.4000000059604645,6,245055,TestData/Mask_HB_V3-0/021_Pigbt150_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,021,150,200,2000,0.20000000298023224,6,244548,TestData/Mask_HB_V3-0/021_Pigbt150_Pfwd200_h2000/data.h5
TestData,Mask_HB_V3-0,021,250,150,6000,0.6000000238418579,6,246394,TestData/Mask_HB_V3-0/021_Pigbt250_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,021,250,200,2000,0.20000000298023224,6,246111,TestData/Mask_HB_V3-0/021_Pigbt250_Pfwd200_h2000/data.h5
TestData,Mask_HB_V3-0,021,350,100,2000,0.20000000298023224,6,246555,TestData/Mask_HB_V3-0/021_Pigbt350_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,021,350,150,6000,0.6000000238418579,6,247507,TestData/Mask_HB_V3-0/021_Pigbt350_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,021,450,150,2000,0.20000000298023224,6,246710,TestData/Mask_HB_V3-0/021_Pigbt450_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,021,450,150,4000,0.4000000059604645,6,248485,TestData/Mask_HB_V3-0/021_Pigbt450_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,021,450,200,6000,0.6000000238418579,6,249756,TestData/Mask_HB_V3-0/021_Pigbt450_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,022,150,200,6000,0.6000000238418579,6,245971,TestData/Mask_HB_V3-0/022_Pigbt150_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,022,250,200,4000,0.4000000059604645,6,247693,TestData/Mask_HB_V3-0/022_Pigbt250_Pfwd200_h4000/data.h5
TestData,Mask_HB_V3-0,022,350,150,4000,0.4000000059604645,6,247897,TestData/Mask_HB_V3-0/022_Pigbt350_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,022,350,200,2000,0.20000000298023224,6,247044,TestData/Mask_HB_V3-0/022_Pigbt350_Pfwd200_h2000/data.h5
TestData,Mask_HB_V3-0,022,450,100,2000,0.20000000298023224,6,247128,TestData/Mask_HB_V3-0/022_Pigbt450_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,022,450,200,6000,0.6000000238418579,6,250202,TestData/Mask_HB_V3-0/022_Pigbt450_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,022,450,200,8000,0.800000011920929,6,249100,TestData/Mask_HB_V3-0/022_Pigbt450_Pfwd200_h8000/data.h5
TestData,Mask_HB_V3-0,023,250,100,8000,0.800000011920929,6,247084,TestData/Mask_HB_V3-0/023_Pigbt250_Pfwd100_h8000/data.h5
TestData,Mask_HB_V3-0,023,250,200,6000,0.6000000238418579,6,247784,TestData/Mask_HB_V3-0/023_Pigbt250_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,023,350,100,4000,0.4000000059604645,6,248783,TestData/Mask_HB_V3-0/023_Pigbt350_Pfwd100_h4000/data.h5
TestData,Mask_HB_V3-0,023,350,150,4000,0.4000000059604645,6,249122,TestData/Mask_HB_V3-0/023_Pigbt350_Pfwd150_h4000/data.h5
TestData,Mask_HB_V3-0,023,450,100,4000,0.4000000059604645,6,249556,TestData/Mask_HB_V3-0/023_Pigbt450_Pfwd100_h4000/data.h5
TestData,Mask_HB_V3-0,023,450,150,2000,0.20000000298023224,6,246841,TestData/Mask_HB_V3-0/023_Pigbt450_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,025,350,100,2000,0.20000000298023224,6,247192,TestData/Mask_HB_V3-0/025_Pigbt350_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,025,450,100,2000,0.20000000298023224,6,247312,TestData/Mask_HB_V3-0/025_Pigbt450_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,025,450,100,8000,0.800000011920929,6,248158,TestData/Mask_HB_V3-0/025_Pigbt450_Pfwd100_h8000/data.h5
TestData,Mask_HB_V3-0,025,450,150,6000,0.6000000238418579,6,249502,TestData/Mask_HB_V3-0/025_Pigbt450_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,025,450,200,2000,0.20000000298023224,6,245066,TestData/Mask_HB_V3-0/025_Pigbt450_Pfwd200_h2000/data.h5
TestData,Mask_HB_V3-0,025,450,200,4000,0.4000000059604645,6,249306,TestData/Mask_HB_V3-0/025_Pigbt450_Pfwd200_h4000/data.h5
TestData,Mask_HB_V3-0,025,450,200,8000,0.800000011920929,6,249141,TestData/Mask_HB_V3-0/025_Pigbt450_Pfwd200_h8000/data.h5
TestData,Mask_HB_V3-0,027,150,150,2000,0.20000000298023224,6,243762,TestData/Mask_HB_V3-0/027_Pigbt150_Pfwd150_h2000/data.h5
TestData,Mask_HB_V3-0,027,350,100,2000,0.20000000298023224,6,247535,TestData/Mask_HB_V3-0/027_Pigbt350_Pfwd100_h2000/data.h5
TestData,Mask_HB_V3-0,027,350,100,6000,0.6000000238418579,6,247590,TestData/Mask_HB_V3-0/027_Pigbt350_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,027,350,200,6000,0.6000000238418579,6,248955,TestData/Mask_HB_V3-0/027_Pigbt350_Pfwd200_h6000/data.h5
TestData,Mask_HB_V3-0,027,450,100,6000,0.6000000238418579,6,249553,TestData/Mask_HB_V3-0/027_Pigbt450_Pfwd100_h6000/data.h5
TestData,Mask_HB_V3-0,028,150,100,8000,0.800000011920929,6,246590,TestData/Mask_HB_V3-0/028_Pigbt150_Pfwd100_h8000/data.h5
TestData,Mask_HB_V3-0,028,150,150,8000,0.800000011920929,6,246581,TestData/Mask_HB_V3-0/028_Pigbt150_Pfwd150_h8000/data.h5
TestData,Mask_HB_V3-0,028,150,200,8000,0.800000011920929,6,246507,TestData/Mask_HB_V3-0/028_Pigbt150_Pfwd200_h8000/data.h5
TestData,Mask_HB_V3-0,028,250,150,6000,0.6000000238418579,6,246908,TestData/Mask_HB_V3-0/028_Pigbt250_Pfwd150_h6000/data.h5
TestData,Mask_HB_V3-0,028,250,200,4000,0.4000000059604645,6,247554,TestData/Mask_HB_V3-0/028_Pigbt250_Pfwd200_h4000/data.h5
TestData,Mask_HB_V3-0,028,250,200,8000,0.800000011920929,6,247104,TestData/Mask_HB_V3-0/028_Pigbt250_Pfwd200_h8000/data.h5
TestData,Mask_HB_V3-0,028,350,100,2000,0.20000000298023224,6,247144,TestData/Mask_HB_V3-0/028_Pigbt350_Pfwd100_h2000/data.h5
